"","ID_barrier","label_barrier","Instance_barrier","barrier_group","Instance_solution","ID_solution","label_solution","Category","Count_Always","Count_CC","Count_Never","Count_Total","Rel_Always","Rel_CC","Rel_Never","Relevance"
"914","COPPER:3001","pain feeling","pain","Bodily and affective feelings","deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold","COPPER:4048","non-pharmaceutical pain management BCT","prepare for activity",10,6,2,18,0.56,0.33,0.11,"relevant"
"915","COPPER:3001","pain feeling","pain","Bodily and affective feelings","change the intensity of the activity","COPPER:4009","adapt intensity BCT","review behavioral plan",11,8,0,19,0.58,0.42,0,"relevant"
"916","COPPER:3001","pain feeling","pain","Bodily and affective feelings","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",10,2,6,18,0.56,0.11,0.33,"relevant"
"917","COPPER:3001","pain feeling","pain","Bodily and affective feelings","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",13,2,3,18,0.72,0.11,0.17,"relevant"
"918","COPPER:3001","pain feeling","pain","Bodily and affective feelings","put the material i will need within my sight as a visible reminder","COPPER:4034","introduce visible material BCT","prepare for activity",4,5,9,18,0.22,0.28,0.5,"irrelevant"
"919","COPPER:3001","pain feeling","pain","Bodily and affective feelings","find someone to demonstrate the behaviour for you online, for example in a video","COPPER:4029","advice to seek demonstration of the behaviour online","social support, information and awareness",4,2,12,18,0.22,0.11,0.67,"irrelevant"
"920","COPPER:3001","pain feeling","pain","Bodily and affective feelings","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",12,6,0,18,0.67,0.33,0,"relevant"
"921","COPPER:3001","pain feeling","pain","Bodily and affective feelings","take breaks whenever needed","COPPER:4042","advice to take breaks BCT","prepare for activity",14,3,1,18,0.78,0.17,0.06,"relevant"
"922","COPPER:3001","pain feeling","pain","Bodily and affective feelings","put on music or a podcast","COPPER:4000","plan inclusion of audio media BCT","goal directed BCT",7,1,10,18,0.39,0.06,0.56,"relevant"
"923","COPPER:3001","pain feeling","pain","Bodily and affective feelings","remind myself of the positive effects doing this will have on my physical health","COPPER:4037","increase salience of health consequences BCT","social support, information and awareness",15,4,2,21,0.71,0.19,0.1,"relevant"
"924","COPPER:3001","pain feeling","pain","Bodily and affective feelings","set my material or equipment ready to use","COPPER:4025","prepare required material BCT","prepare for activity",6,7,6,19,0.32,0.37,0.32,"relevant"
"925","COPPER:3001","pain feeling","pain","Bodily and affective feelings","use positive selftalk","BCIO:007140","prompt self-talk BCT","goal directed BCT",9,2,7,18,0.5,0.11,0.39,"relevant"
"926","COPPER:3001","pain feeling","pain","Bodily and affective feelings","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",6,3,10,19,0.32,0.16,0.53,"relevant"
"927","COPPER:3001","pain feeling","pain","Bodily and affective feelings","find someone who supports me in this, either online or offline, e.g. by encouraging me.","BCIO:007031","advise to seek emotional support BCT","social support, information and awareness",6,8,7,21,0.29,0.38,0.33,"relevant"
"928","COPPER:3001","pain feeling","pain","Bodily and affective feelings","do it indoors instead","COPPER:4011","move indoors","review behavioral plan",3,9,8,20,0.15,0.45,0.4,"irrelevant"
"929","COPPER:3001","pain feeling","pain","Bodily and affective feelings","watch something during the activity","COPPER:4001","plan inclusion of audiovisual media BCT","goal directed BCT",4,4,12,20,0.2,0.2,0.6,"relevant"
"930","COPPER:3001","pain feeling","pain","Bodily and affective feelings","provide a positive consequence or reward for doing the activity","BCIO:007252","provide positive consequence for behaviour BCT","goal directed BCT",12,3,5,20,0.6,0.15,0.25,"relevant"
"931","COPPER:3001","pain feeling","pain","Bodily and affective feelings","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",12,3,4,19,0.63,0.16,0.21,"relevant"
"932","COPPER:3001","pain feeling","pain","Bodily and affective feelings","learn about the consequences this will have on my health","BCIO:007063","inform about health consequences BCT","social support, information and awareness",14,5,2,21,0.67,0.24,0.1,"relevant"
"933","COPPER:3001","pain feeling","pain","Bodily and affective feelings","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",11,1,8,20,0.55,0.05,0.4,"relevant"
"934","COPPER:3001","pain feeling","pain","Bodily and affective feelings","combine being active with something else i want to do","BCIO:007016","advise goal integration","goal directed BCT",6,3,11,20,0.3,0.15,0.55,"relevant"
"935","COPPER:3001","pain feeling","pain","Bodily and affective feelings","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",15,2,3,20,0.75,0.1,0.15,"relevant"
"936","COPPER:3001","pain feeling","pain","Bodily and affective feelings","learn about the risks of not doing the behaviour","COPPER:4035","inform about health risks BCT","social support, information and awareness",11,5,4,20,0.55,0.25,0.2,"relevant"
"937","COPPER:3001","pain feeling","pain","Bodily and affective feelings","put a visible reminder, like a postit, somewhere where i will see it","COPPER:4033","introduce visible reminder BCT","prepare for activity",5,3,13,21,0.24,0.14,0.62,"irrelevant"
"938","COPPER:3001","pain feeling","pain","Bodily and affective feelings","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",13,5,2,20,0.65,0.25,0.1,"relevant"
"939","COPPER:3001","pain feeling","pain","Bodily and affective feelings","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",11,4,6,21,0.52,0.19,0.29,"relevant"
"940","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","plan how to get there","COPPER:4019","plan transport BCT","review behavioral plan",5,5,10,20,0.25,0.25,0.5,"irrelevant"
"941","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",11,6,2,19,0.58,0.32,0.11,"relevant"
"942","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",4,1,12,17,0.24,0.06,0.71,"relevant"
"943","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this","COPPER:4045","encourage caffeine consumption BCT","prepare for activity",1,2,14,17,0.06,0.12,0.82,"irrelevant"
"944","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",13,2,2,17,0.76,0.12,0.12,"relevant"
"945","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",14,1,2,17,0.82,0.06,0.12,"relevant"
"946","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","do it at a different time today","COPPER:4005","adapt starting time BCT","review behavioral plan",8,5,7,20,0.4,0.25,0.35,"irrelevant"
"947","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","learn about the consequences this will have on my health","BCIO:007063","inform about health consequences BCT","social support, information and awareness",16,0,4,20,0.8,0,0.2,"relevant"
"948","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","provide a positive consequence or reward for doing the activity","BCIO:007252","provide positive consequence for behaviour BCT","goal directed BCT",13,2,5,20,0.65,0.1,0.25,"relevant"
"949","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","set suitable clothing ready to use","COPPER:4026","prepare suitable clothing BCT","prepare for activity",10,2,8,20,0.5,0.1,0.4,"relevant"
"950","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",9,10,1,20,0.45,0.5,0.05,"relevant"
"951","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","make sure to get enough sleep before the activity","COPPER:4049","appropriate sleep BCT","prepare for activity",13,2,5,20,0.65,0.1,0.25,"irrelevant"
"952","COPPER:3039","evaluative belief about pain induced by exercise","i think i will be in pain after","Motivation, beliefs and goal conflict","find someone who supports me in this, either online or offline, e.g. by encouraging me.","BCIO:007031","advise to seek emotional support BCT","social support, information and awareness",9,3,8,20,0.45,0.15,0.4,"relevant"
